,genes,gene_assoc_w_other_rxns?
GLUKBh,frozenset({<Gene PF3D7_0624000.1-p1 at 0x2b9d2be979b0>}),no
GLUS,frozenset({<Gene PF3D7_1435300.1-p1 at 0x2b9d2be69f98>}),no
GLUS_ferr,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
GLUS_nadph,frozenset({<Gene PF3D7_1435300.1-p1 at 0x2b9d2be69f98>}),no
GLUTRS_Gln,frozenset({<Gene PF3D7_1357200.1-p1 at 0x2b9d2be69ef0>}),no
GLYALDtpp,frozenset({<Gene PF3D7_1132800.1-p1 at 0x2b9d2be69dd8>}),no
GLYCtpp,"frozenset({<Gene spontaneous at 0x2b9d2bea85c0>, <Gene PF3D7_1132800.1-p1 at 0x2b9d2be69dd8>})",yes
GM1LIPAabcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
GM2LIPAabcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
GTHRDabcv,frozenset({<Gene PF3D7_0112200.1-p1 at 0x2b9d2be86fd0>}),no
GTHS_1,frozenset({<Gene PF3D7_0512200.1-p1 at 0x2b9d2be75080>}),no
GUACn,"frozenset({<Gene PF3D7_1360500.1-p1 at 0x2b9d2be97e10>, <Gene PF3D7_1138400.1-p1 at 0x2b9d2be97eb8>})",yes
HDS,frozenset({<Gene PF3D7_1022800.1-p1 at 0x2b9d2bece908>}),no
HEMELh,frozenset({<Gene PF3D7_1224600.1-p1 at 0x2b9d2be97a90>}),no
HYDAh,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
ICDHyp,frozenset({<Gene PF3D7_1345700.1-p1 at 0x2b9d2be75358>}),no
IDPh,"frozenset({<Gene PF3D7_1456800.1-p1 at 0x2b9d2be972e8>, <Gene PF3D7_0316300.2-p1 at 0x2b9d2bebc9e8>})",yes
K2L4Aabcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
K2L4Aabctex,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
KAS14_1,frozenset({<Gene PF3D7_0211400.1-p1 at 0x2b9d2be69978>}),no
LIPACabcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
LIPAabcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
LIPAabctex,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
LUMIRHODOPSINI,frozenset({<Gene PF3D7_1360500.1-p1 at 0x2b9d2be97e10>}),no
MCOATA_1,frozenset({<Gene PF3D7_1312000.1-p1 at 0x2b9d2be974e0>}),no
MCS,frozenset({<Gene PF3D7_0209300.1-p1 at 0x2b9d2be97748>}),no
METARHODOPSINH,frozenset({<Gene PF3D7_1360500.1-p1 at 0x2b9d2be97e10>}),no
METDabcpp,"frozenset({<Gene PF3D7_1434000.1-p1 at 0x2b9d2be756a0>, <Gene PF3D7_1229100.1-p1 at 0x2b9d2be75668>})",yes
METHFth,frozenset({<Gene PF3D7_1116500.1-p1 at 0x2b9d2be97668>}),no
METabcpp,"frozenset({<Gene PF3D7_1434000.1-p1 at 0x2b9d2be756a0>, <Gene PF3D7_1229100.1-p1 at 0x2b9d2be75668>})",yes
MG2uabcpp,"frozenset({<Gene PF3D7_0106300.1-p1 at 0x2b9d2bebc710>, <Gene PF3D7_1211900.1-p1 at 0x2b9d2bebc5f8>})",yes
MGDGD4DS1819Z1644Z7Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGD4DS1829Z12Z1634Z7Z10Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGD4DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGD4DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGD4DS1839Z12Z15Z1644Z7Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGD7DS1819Z1617Z,"frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>, <Gene PF3D7_0511200.1-p1 at 0x2b9d2be86978>})",yes
MGDGD7DS1829Z12Z1617Z,"frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>, <Gene PF3D7_0511200.1-p1 at 0x2b9d2be86978>})",yes
MGDGW3DS1819Z1637Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1829Z12Z1637Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1627Z10Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1634Z7Z10Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z1,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1637Z10Z13Z2,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z1,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW3DS1839Z12Z15Z1644Z7Z10Z13Z2,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1819Z1627Z10Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1617Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1619Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1627Z10Z1,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1627Z10Z2,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1637Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MGDGW6DS1829Z12Z1644Z7Z10Z13Z,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
MI1345PKn,frozenset({<Gene PF3D7_1316100.1-p1 at 0x2b9d2be86da0>}),no
MI1456PKn,frozenset({<Gene PF3D7_1316100.1-p1 at 0x2b9d2be86da0>}),no
MI145P6Kn,frozenset({<Gene PF3D7_1316100.1-p1 at 0x2b9d2be86da0>}),no
MI145PKn,frozenset({<Gene PF3D7_1316100.1-p1 at 0x2b9d2be86da0>}),no
MOBDabcpp,"frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>, <Gene PF3D7_1368200.1-p1 at 0x2b9d2be75f60>})",yes
NADS1n,frozenset({<Gene PF3D7_0926700.1-p1 at 0x2b9d2be86dd8>}),no
NI2uabcpp,"frozenset({<Gene PF3D7_0106300.1-p1 at 0x2b9d2bebc710>, <Gene PF3D7_1368200.1-p1 at 0x2b9d2be75f60>, <Gene PF3D7_1211900.1-p1 at 0x2b9d2bebc5f8>})",yes
NO2R,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
O16A4COLIPAabctex,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
OHPHM6n,frozenset({<Gene PF3D7_1415800.1-p1 at 0x2b9d2bedd5c0>}),no
ORDCh,frozenset({<Gene PF3D7_1033100.1-p1 at 0x2b9d2bea80b8>}),no
OXFOt4pp,frozenset({<Gene PF3D7_0210300.1-p1 at 0x2b9d2bebc668>}),no
OXOADLR,frozenset({<Gene PF3D7_1320800.1-p1 at 0x2b9d2be86a20>}),no
PA120abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA140abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA141abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA160abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA161abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA180abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PA181abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PDHam1hi,"frozenset({<Gene PF3D7_1124500.1-p1 at 0x2b9d2be97400>, <Gene PF3D7_1446400.1-p1 at 0x2b9d2be97438>})",yes
PDHam2hi,"frozenset({<Gene PF3D7_1124500.1-p1 at 0x2b9d2be97400>, <Gene PF3D7_1446400.1-p1 at 0x2b9d2be97438>})",yes
PDHe2hr,frozenset({<Gene PF3D7_1020800.1-p1 at 0x2b9d2bebc908>}),no
PDHe3hr,frozenset({<Gene PF3D7_0815900.1-p1 at 0x2b9d2be75390>}),no
PE120abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE140abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE141abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE160abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE161abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE180abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PE181abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PEPPIth,frozenset({<Gene PF3D7_0508300.1-p1 at 0x2b9d2be976a0>}),no
PFKh,frozenset({<Gene PF3D7_0915400.1-p1 at 0x2b9d2be758d0>}),no
PG120abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG140abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG141abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG160abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG161abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG180abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PG181abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGD3TDS18111Z1613E,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PGD3TDS1819Z1613E,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PGD3TDS1829Z12Z1613E,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PGD3TDS1839Z12Z15Z1613E,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PGDHh,frozenset({<Gene PF3D7_1454700.1-p1 at 0x2b9d2bebc9b0>}),no
PGIAh,frozenset({<Gene PF3D7_1436000.1-p1 at 0x2b9d2be97978>}),no
PGIBh,frozenset({<Gene PF3D7_1436000.1-p1 at 0x2b9d2be97978>}),no
PGKh,frozenset({<Gene PF3D7_0922500.1-p1 at 0x2b9d2be864e0>}),no
PGLYCPh,frozenset({<Gene PF3D7_0715000.1-p1 at 0x2b9d2be75198>}),no
PGLYCPx,frozenset({<Gene PF3D7_0715000.1-p1 at 0x2b9d2be75198>}),no
PGP120abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP140abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP141abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP160abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP161abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP180abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGP181abcpp,"frozenset({<Gene PF3D7_1447900.1-p1 at 0x2b9d2be75b00>, <Gene PF3D7_1352100.1-p1 at 0x2b9d2be75e10>, <Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>, <Gene PF3D7_1145500.1-p1 at 0x2b9d2be75e48>, <Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>})",yes
PGW3DS1839Z12Z15Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PGW6DS1829Z12Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
PHEMEabcpp,frozenset({<Gene PF3D7_1242200.1-p1 at 0x2b9d2becee80>}),no
PIN4Kn_SC,frozenset({<Gene PF3D7_0509800.1-p1 at 0x2b9d2be86f28>}),no
PINA1th,frozenset({<Gene PF3D7_1340900.1-p1 at 0x2b9d2bebc2e8>}),no
PIt2p,frozenset({<Gene PF3D7_1340900.1-p1 at 0x2b9d2bebc2e8>}),no
PIt2rpp,frozenset({<Gene PF3D7_1340900.1-p1 at 0x2b9d2bebc2e8>}),no
PItf,frozenset({<Gene PF3D7_1340900.1-p1 at 0x2b9d2bebc2e8>}),no
PIuabcpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
PPA_1pp,frozenset({<Gene PF3D7_1456800.1-p1 at 0x2b9d2be972e8>}),no
PPBNGD,frozenset({<Gene PF3D7_1209600.1-p1 at 0x2b9d2bece0b8>}),no
PPBNGS_1,frozenset({<Gene PF3D7_1440300.1-p1 at 0x2b9d2be75978>}),no
PS120abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS140abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS141abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS160abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS161abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS180abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PS181abcpp,frozenset({<Gene PF3D7_0523000.1-p1 at 0x2b9d2be75e80>}),no
PTRCabcpp,frozenset({<Gene PF3D7_1368200.1-p1 at 0x2b9d2be75f60>}),no
PYKf,frozenset({<Gene PF3D7_0626800.1-p1 at 0x2b9d2be86160>}),no
PYRShi,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
RHODOPSINI,frozenset({<Gene PF3D7_1360500.1-p1 at 0x2b9d2be97e10>}),no
RHODOPSINRT,frozenset({<Gene PF3D7_1360500.1-p1 at 0x2b9d2be97e10>}),no
RIBabcpp,"frozenset({<Gene PF3D7_1434000.1-p1 at 0x2b9d2be756a0>, <Gene PF3D7_0319700.1-p1 at 0x2b9d2be865f8>})",yes
RNDR1n,"frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>, <Gene PF3D7_1405600.1-p1 at 0x2b9d2be86518>, <Gene PF3D7_1437200.1-p1 at 0x2b9d2be86550>})",yes
RNDR2n,"frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>, <Gene PF3D7_1405600.1-p1 at 0x2b9d2be86518>, <Gene PF3D7_1437200.1-p1 at 0x2b9d2be86550>})",yes
RNDR3n,"frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>, <Gene PF3D7_1405600.1-p1 at 0x2b9d2be86518>, <Gene PF3D7_1437200.1-p1 at 0x2b9d2be86550>})",yes
RNDR4n,"frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>, <Gene PF3D7_1405600.1-p1 at 0x2b9d2be86518>, <Gene PF3D7_1437200.1-p1 at 0x2b9d2be86550>})",yes
RPIh,frozenset({<Gene PF3D7_0514600.1-p1 at 0x2b9d2be86198>}),no
SALCHS4abcpp,frozenset({<Gene PF3D7_1339900.1-p1 at 0x2b9d2be75f28>}),no
SECYSTL,frozenset({<Gene PF3D7_0717700.1-p1 at 0x2b9d2bedd320>}),no
SELtpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
SERTRS2,frozenset({<Gene PF3D7_1216000.1-p1 at 0x2b9d2bea8ac8>}),no
SLNTtpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
SO3abcpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
SQDGW3DS1839Z12Z15Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
SQDGW6DS1829Z12Z160,frozenset({<Gene PF3D7_1318100.1-p1 at 0x2b9d2be977b8>}),no
SQLEr,frozenset({<Gene PF3D7_0923200.1-p1 at 0x2b9d2be86cc0>}),no
SULabcpp,"frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>, <Gene PF3D7_1434000.1-p1 at 0x2b9d2be756a0>})",yes
TCHOLAabcv,frozenset({<Gene PF3D7_0112200.1-p1 at 0x2b9d2be86fd0>}),no
TDSRh,"frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>, <Gene PF3D7_0923800.2-p1 at 0x2b9d2be751d0>})",yes
THD2pp,frozenset({<Gene PF3D7_1453500.1-p1 at 0x2b9d2bece208>}),no
THIORDXni,"frozenset({<Gene PF3D7_1027300.1-p1 at 0x2b9d2bedd588>, <Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>})",no
THIORDXp,frozenset({<Gene PF3D7_1457200.1-p1 at 0x2b9d2be86588>}),no
THMabcpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
TKT1h,frozenset({<Gene PF3D7_0610800.1-p1 at 0x2b9d2bea8ba8>}),no
TKT2h,frozenset({<Gene PF3D7_0610800.1-p1 at 0x2b9d2bea8ba8>}),no
TPIh,frozenset({<Gene PF3D7_1439900.1-p1 at 0x2b9d2be864a8>}),no
TSULabcpp,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
TSULth,frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>}),no
TUNGSabcpp,"frozenset({<Gene PF3D7_1426500.1-p1 at 0x2b9d2be69b00>, <Gene PF3D7_1368200.1-p1 at 0x2b9d2be75f60>})",yes
UMPKn,frozenset({<Gene PF3D7_0111500.1-p1 at 0x2b9d2be97e80>}),no
UPPDC1_1,frozenset({<Gene PF3D7_0607300.1-p1 at 0x2b9d2bebc438>}),no
UPPDC2_1,frozenset({<Gene PF3D7_0607300.1-p1 at 0x2b9d2bebc438>}),no
UREAtpp,frozenset({<Gene PF3D7_1132800.1-p1 at 0x2b9d2be69dd8>}),no
URIDK2rn,frozenset({<Gene PF3D7_0111500.1-p1 at 0x2b9d2be97e80>}),no
VALTLh,"frozenset({<Gene PF3D7_1461900.1-p1 at 0x2b9d2be865c0>, <Gene PF3D7_1005000.1-p1 at 0x2b9d2be86358>})",yes
ZHY,frozenset({<Gene PF3D7_1469600.1-p1 at 0x2b9d2be86b38>}),no
ZNabcpp,"frozenset({<Gene PF3D7_1121700.1-p1 at 0x2b9d2be86630>, <Gene PF3D7_0319700.1-p1 at 0x2b9d2be865f8>})",yes
