,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
no_ortho_ThominisUnknown,C160SN,GRTT2,C100SN,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,C181SN,NaKt_1,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,GRTT,HBZOPT6,C180SN,FEDCabc,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,C140SN,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,ENLIPIDAt1exc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LpanamensisMHOMCOL81L13,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,CD2t4,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,APCS,CRNCARtm,TECA2S,OMMBLHX6m,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,r0016,SECYSTL,FEROt,ENLIPIDAt1exc,LPSSYN_HPc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVEG,2AGPGAT141,THRTRSm,VALTRSm,MCBTS3,MEGLYXYLAMH,DHPS2,HISTRSm,PHETRSm,MCBTS2,MCBTS,LIDOAMH,2AGPEAT141,DHORD2,LYSTRSm,METTRSm,PPTTm,GLCR1TRB1,HBZOPT6,HBZOPT6m_1,ALATL,HEMEOSm_1,MCPST,ASPTRSm,GLCR1TRA1,DOLASNT,HEMELm,CYSS_m,SECYSTL,DVPCHLD646ORc,PCHLD646ORc,MLDEP1ppc,MLDEP2ppc,DVPCHLD450ORc,ENLIPIDAt1exc,PCHLD450ORc,FE3DCITexs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_ChominisTU502_2012,FAS141ACPm,FAS181ACPm,THRTRSm,VALTRSm,HEXTT,PREPTHS2,MCBTS3,GRTT2,MEGLYXYLAMH,PTOR,ULA4NFT,FAS182ACPm,HBZOPT6m,HEMEOMOm,HISTRSm,TRPTRSm,MCBTS2,MCBTS,AMYe,GLYCOe,LIDOAMH,ALATA_D2,DMATT,2HP6MPMOm,FAS80ACPm_L,GHMT2rm,LYSTRSm,METTRSm,HBZOPT6,HBZOPT6m_1,FEDCabc,ALATL,THZPSN3,ASPTRSm,CRNCARtm,FAS161ACPm,UDPDPS2,AMYLe,DOLASNT,IPDPUPT,SECYSTL,AGPAT1601819Zhc,AGPAT18111Z1819Zhc,ENLIPIDAt1exc,AGPAT1801819Zhc,AGPAT1819Z1819Zhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BbovisT2Bo,C100SN,UPLA4FNT,EPISTAT_SC,ALATA_D2,ZYMSTAT_SC,UPLA4NT,HBZOPT6,FEDCabc,S2FE2SR,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,FAS80ACPm_Lc,CYO1bpp_sync,HEMELmc,AHALc,CYO1b2pp_sync,HBZOPT6mc,DOLASNTc,HEMELhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EpraecoxHoughton,GLYCTO4,HBZOPT,PREPTHS2,MCBTS3,MEGLYXYLAMH,DHROm,CD2t4,DHPS2,LIPOS,MCBTS2,MCBTS,LIDOAMH,DMATT,TKT2,DIPS,LYSTRSm,HBZOPT6,ALATL,G12MT4,ACSERLm,AMALT1,MCPST,S2FE2SR,DOLASNT,G12MT3,G13MT,SECYSTL,TREHe,AMETt2m,HCGALm,DDPAm,ASNNe,CYSS_m,TKT2hc,ENLIPIDAt1exc,protein_bm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EacervulinaHoughton,THRTRSm,VALTRSm,DHPS,MCBTS3,DHROm,MCTC,DHPS2,ASNTRSm,HEMEOMOm,HISTRSm,LEUTRSm,PHETRSm,FOLD3,MCBTS2,MCBTS,2HP6MPMOm,LYSTRSm,HBZOPT6,FEDCabc,ALATL,G12MT4,MCPST,ASPTRSm,DOLASNT,G12MT3,HCGALm,ENLIPIDAt1exc,GLCBRAN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PgaboniG01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,LEUTRSm,PHETRSm,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PknowlesiH,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,DHPS2,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,HC00900t1,PLDAGAT_HDE_PALM_LNA_PC_6_c,PLDAGAT_HDE_PALM_LNA_PE_11_c,PLDAGAT_MYRS_EPA_LNA_PE_11_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TequiWA,EPISTAT_SC,AGPAT190,UREASE,ZYMSTAT_SC,HBZOPT6,FEDCabc,S2FE2SR,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,ARGORNt7,AHALc,CYO1bpp_sync,PCMEH2ppc,HBZOPT6mc,DOLASNTc,CYO1b2pp_sync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NparisiiERTm1,2AGPGAT141,PANTS,UDCPDPS,MCCC,2AGPEAT141,ALATA_D2,HBZOPT6,FEDCabc,THZPSN3,DOLASNTc,protein_bm,GTHPe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_CfelisWinnie,EPISTAT_SC,ZYMSTAT_SC,HBZOPT6,FEDCabc,S2FE2SR,ERGSTAT_SC,FECOSTAT_SC,LANOSTAT_SC,SUCFUMt,CBFCc,ENLIPIDAt1exc,HBZOPT6mc,AHALc,DOLASNTc,PLDAGAT_HDE_EPA_OLE_PE_13_c,PCD6DS_EPA_STA_sn2_c,PCW3DS_HDE_ALNA_sn2_c,LPCAT_STC_DHA_sn2_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BovataMiyake,2AGPGAT141,2AGPGAT161,2AGPEAT141,ALATA_D2,UREASE,HBZOPT6,FEDCabc,2AGPEAT161,S2FE2SR,ERGSTAT_SC,FAS80ACPm_Lc,BCAROKTc,CBFCc,CEFc,HEMELmc,DOLASNTc,HEMELhc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LdonovaniCL-SL,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,CD2t4,SQD2_183_6_9_12,SQD2_181,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,TECA2S,TPK1,SQD2_180,SQD2_184_6_9_12_15,NDP3ex,SECYSTL,ENLIPIDAt1exc,LPSSYN_HPc,PLDAGAT_HDE_ARA_ARA_PE_15_c,PLDAGAT_HDE_EPA_OLE_PC_5_c,RHAT1,HDL_HSSYNnhs,PLDAGAT_HDE_EPA_OLE_PE_14_c,PLDAGAT_HDE_EPA_LNA_PC_4_c,PLDAGAT_HDE_ARA_ARA_PC_7_c,LDL_HSDEGnhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PneurophiliaMK1,PANTS,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,TKT1,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,ALATA_D2,TKT2,HBZOPT6,FEDCabc,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,THZPSN3,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,ENLIPIDAt1exc,TKT2hc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pchabaudichabaudi,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,NTRARf,CD2t4,DHPS2,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pfalciparum3D7,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,HEMELm,HCGALm,SECYSTL,ENLIPIDAt1exc,CYO1b2pp_sync,CYO1bpp_sync,biomass,ACCOAC_ap,G3PD1ir_ap,GLUDy_ap,UDPGALtg,FUT94g_cho,PLDAGAT_HDE_PALM_LNA_PE_10_c,PLDAGAT_LNA_EPA_LNA_PC_4_c,HMR_0820nhs,LPCAT_LNA_EPA_sn2_c,ACOADAGAT_EPA_EPA_DHA_c,PLDAGAT_LNA_EPA_LNA_PE_10_c,FUT14g_cho,PLDAGAT_HDE_PALM_LNA_PE_11_c,HMR_0876nhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GniphandrodesUnknown,2AGPGAT141,THRTRSm,VALTRSm,MCBTS3,CDGGGPP3,MEGLYXYLAMH,DHPS2,DHORD4i,HEMEOMOm,HISTRSm,MCCC,MCBTS2,MCBTS,LIDOAMH,AHSERL3,2AGPEAT141,GHMT2rm,LYSTRSm,METTRSm,UREASE,FEDCabc,ALATL,APAPTm,APCS,THZPSN3,CDGGGPP4,DOLASNT,ACSERL,TREHe,r0093,CYSS_m,NTD7e,LACZe,NTD9e,ASNNe,NTD4e,CD2t4,UACGALPppc,UACGAMPppc,UDPGALPppc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PcynomolgiM,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,ASNTRSm,HISTRSm,PHETRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1b2pp_sync,CYO1bpp_sync,ENLIPIDAt1exc,FCLT_ap,DOLPMT3,GHMT2r_ap,GHMT2r_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_AcastellaniiNeff,BTS3r,MCBTS3,DHPS2,NALN6,MCBTS2,MCBTS,AGPAT182_9_12,TECA2S,CODH2r,FEROt,r0016,r0281,3NTYROXDAppc,DOLASNTc,CLPNSm_SCc,DVPCHLD450ORc,PCHLD450ORc,DVPCHLD646ORc,PCHLD646ORc,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pgallinaceum8A,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,ASNTRSm,HISTRSm,PHETRSm,TRPTRSm,AGPAT190,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,FCLT_ap,DOLPMT3,GHMT2r_ap,GLUth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NbombycisCQ1,2AGPGAT141,PANTS,4M2OPLOXRD,C160SN,ARGORNt7,C181SN,2AGPEAT141,C180SN,FEDCabc,SERTRS,3M2OPLOXRD,C140SN,L_LACD,ENLIPIDAt1exc,SERTRS2c,protein_bm,GHMT2r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Slophii42_110,PANTS,GRTT2,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,GRTT,HBZOPT6,FEDCabc,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,THZPSN3,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,FAS80ACPm_Lc,ENLIPIDAt1exc,GTHPe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumML01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PovalecurtisiGH01,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,MCBTS3,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,MCBTS2,MCBTS,AGPAT190,DHORD2,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CERS224,CRNCARtm,DOLASNT,HEMELm,SECYSTL,HCGALm,CBFCc,ENLIPIDAt1exc,DSBAO1e,FCLT_ap,DOLPMT3,GHMT2r_m,GHMT2r_ap,LPCAT_DHA_EPA_sn2_c,PLDAGAT_LNA_EPA_ARA_PC_6_c,ACOADAGAT_LNA_EPA_ARA_c,LPCAT_LNA_EPA_sn2_c,PLDAGAT_HDE_EPA_LNA_PC_1_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BbigeminaBOND,2AGPGAT141,UPLA4FNT,2AGPEAT141,ALATA_D2,UREASE,UPLA4NT,HBZOPT6,FEDCabc,S2FE2SR,ERGSTAT_SC,DOLASNTc,HEMELhc,HEMELmc,CBFCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pyoeliiyoelii17X,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,DHPS,NTRARf,CD2t4,DHPS2,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CYO1bpp_sync,ENLIPIDAt1exc,CYO1b2pp_sync,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TbruceiLister427,2AGPGAT141,HEMEOSm,CD2t4,2AGPGAT161,AHSERL3,2AGPEAT141,2HP6MPMOm,FTHFLmi,LYSTRSm,METTRSm,PPTTm,HBZOPT6,HBZOPT6m_1,APAPTm,HEMEOSm_1,2AGPEAT161,APCS,DOLASNT,ACSERL,NDP3ex,THIORDXm,CYSS_m,ENLIPIDAt1exc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LpanamensisMHOMPA94PSC1,THRTRSm,VALTRSm,SQD2_160,SQD2_183_9_12_15,CD2t4,SQD2_183_6_9_12,SQD2_181,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_161,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,APCS,CRNCARtm,TECA2S,OMMBLHX6m,TPK1,SQD2_180,SQD2_184_6_9_12_15,DOLASNT,SULOm,r0016,FEROt,SECYSTL,ENLIPIDAt1exc,LPSSYN_HPc,HMR_0844nhs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pfalciparum7G8,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CDGGGPP3,CD2t4,ASNTRSm,HISTRSm,PHETRSm,AGPAT190,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,ALATL,APAPTm,HEMEOSm_1,ASPTRSm,CRNCARtm,CDGGGPP4,DOLASNT,HEMELm,SECYSTL,HCGALm,CYO1b2pp_sync,CYO1bpp_sync,ENLIPIDAt1exc,biomass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PvinckeipetteriCR,HEMEOSm,ILETRSm,THRTRSm,VALTRSm,CD2t4,UPLA4FNT,HISTRSm,PHETRSm,TRPTRSm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6,FEDCabc,APAPTm,HEMEOSm_1,ASPTRSm,CERS224,CRNCARtm,DOLASNT,HEMELm,HCGALm,SECYSTL,CBFCc,GHMT2r_m,GHMT2r_ap,FCLT_ap,DOLPMT3,CDCA3GSc,HEPT2,RHAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LinfantumJPCM5,THRTRSm,VALTRSm,SQD2_183_9_12_15,CD2t4,SQD2_183_6_9_12,2HP6MPMOm,FTHFLmi,GHMT2rm,LYSTRSm,METTRSm,PPTTm,HBZOPT6m_1,SQD2_181_9,SQD2_182_9_12,ALATL,APAPTm,HEMEOSm_1,LIPO3S24_BS,CRNCARtm,TECA2S,TPK1,SQD2_184_6_9_12_15,DOLASNT,SULOm,SECYSTL,NDP3ex,LPSSYN_HPc,ENLIPIDAt1exc,AACPDAGAT_HDE_HDE_PALM_h,GGCHLDAR,ACHMSSELCYSLh,ACP1619ZD9DS,ACALDh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
