,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83
no_ortho_PgaboniSY75,DES_9,LIPOS,DXHPScm,CITALOR,ADSHm,APAPTm,APCS,SPRMS,DMCITALOR,DOLASNT,CBFCc,PLDAGAT_EPA_EPA_LNA_PC_4_c,PLDAGAT_HDE_ARA_ARA_PE_15_c,PLDAGAT_HDE_EPA_LNA_PC_4_c,PLDAGAT_DHA_EPA_ARA_PC_3_c,PLDAGAT_HDE_ARA_HDE_PC_2_c,PLDAGAT_EPA_EPA_LNA_PC_3_c,DAGAH_PALM_DHA_c,PLDAGAT_MYRS_EPA_ARA_PE_15_c,PLDAGAT_HDE_EPA_GLNA_PC_2_c,AGAT_LLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumGN01,DES_9,LIPOS,DXHPScm,ORNTArm,ADSHm,APAPTm,CRNCARtm,DOLASNT,HCGALm,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,HMBS_ap,GHMT2r_ap,AKGt2n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pvinckeivinckeivinckei,THZPSN,DLYSOXGAT,DES_9,LIPOS,DXHPScm,DHORD2,CDPDGPm_SC,PCDAGAT,ADSHm,APAPTm,CRNCARtm,DOLASNT,CBFCc,THZPSNm,THZPSN_mt2,FACOAL160t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,FACOAL60t2pp_ap,GHMT2r_ap,LCAT1e,PUNP2,DOLASNT_pf,CPPPGO_ap,FAS260_ap,HMBS_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhellemATCC50504,THZPSN,HYDFDN,HYDFDi,DIPS,PLBPC_SC,FEDCabc,FE3DCITabcppc,OHPHM6nc,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PknowlesiH,DES_9,LIPOS,DXHPScm,ERGSTESTH_SC,FECOSTESTH_SC,ADSHm,APAPTm,CRNCARtm,EPISTESTH_SC,DOLASNT,THZPSN_mt2,THZPSNm,FAS260_ap,CPPPGO_ap,FACOAL181t2pp_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,PUNP2,LCAT1e,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumKE01,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_SneuronaSN3,THZPSN,PSERDm_SC,DLYSOXGAT,DES_9,ACSERSULLm,LIPOS,DHORD2,ACSERLm,ALASm,POLYAO,THZSN,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PbillcollinsiG01,DES_9,LIPOS,DXHPScm,CITALOR,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DMCITALOR,DOLASNT,CBFCc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GintestinalisAssemblageBGS_B,PUNP4,THZPSN,PUNP6,THZSN,DXHPScmc,DOLASNTc,FE3DCITabcppc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NparisiiERTm3,THZPSN,LNS14DM,4M2OPLOXRD,PDHa,AOXSr2,AOXSr,PCDAGAT,SERPT,OIVD1r,OIVD2,OBDHc,FEDCabc,THZPSN3,3M2OBLOXRD,3M2OPLOXRD,OIVD3,PFOR,SHSL2,DOLASNTc,ALASmc,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TvivaxY486,THZPSN,DES_9,ACSERSULLm,LIPOS,PMEACPE,PCDAGAT,DES_15,APAPTm,ACSERLm,DOLASNT_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PreichenowiG01,DES_9,LIPOS,DXHPScm,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,CBFCc,PLDAGAT_DHA_EPA_ARA_PC_2_c,PLDAGAT_MYRS_EPA_LNA_PC_1_c,PLDAGAT_HDE_EPA_LNA_PC_1_c,DAGAH_EPA_ARA_c,PLA2PE_DHA_EPA_c,PLDAGAT_HDE_EPA_DHA_PE_15_c,PLDAGAT_HDE_ARA_ARA_PC_2_c,PLDAGAT_DHA_EPA_ARA_PC_4_c,PLDAGAT_HDE_EPA_LNA_PC_2_c,PLDAGAT_HDE_EPA_DHA_PE_11_c,PLA2PC_STC_ARA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfragileNilgiri,DES_9,LIPOS,DXHPScm,ADSHm,APAPTm,CRNCARtm,DOLASNT,CBFCc,FAH120c,FAH160c,FAH1829Z12Zc,FAH140c,FAH1819Zc,CPPPGO_ap,THZPSN_mt2,THZPSNm,GHMT2r_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,FAS260_ap,PUNP2,HMBS_ap,LCAT1e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Chominis30976,THZPSN,FAS141ACPm,FAS181ACPm,PSERDm_SC,SUCFUMtm,PTOR,CLPNS2_BS,HKNTDH,DXHPScm,FAS160ACPm,FAS182ACPm,OAAICITtm,FAS120ACPm,FAS140ACPm,FAS180ACPm,FAS80ACPm_L,ADSHm,CRNCARtm,FAS100ACPm,FAS161ACPm,THZSN,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TannulataAnkara,THZPSN,DLYSOXGAT,NOS,NOS2_1,CITALOR,THZSN,DMCITALOR,DXHPScmc,DAGAH_MYRS_DHA_c,PCW3DS_STC_ETA_sn2_c,DAGAH_DHA_EPA_c,PCW3DS_LNA_ALNA_sn2_c,PCW3DS_DHA_ALNA_sn2_c,PLDAGAT_OLE_EPA_DHA_PE_15_c,PLDAGAT_HDE_HDE_HDE_PE_15_c,PCD5DS_DHA_EPA_sn2_c,DAGAH_DHA_DHA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EdisparSAW760,5DOAN,MTAN,THZPSN,AGM4PH,PUNP2,PUNP6,NALN6,METGL,AGM3PH,AGMT,FEDCabc,ARGN_1,AGMH,AHCYSNS,THZSN,DXHPScmc,DOLASNTc,AHALc,FE3DCITabcppc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreichenowiCDC,DES_9,LIPOS,DXHPScm,ADSHm,APAPTm,CRNCARtm,DOLASNT,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumDd2,DES_9,LIPOS,DXHPScm,ORNTArm,ADSHm,APAPTm,CRNCARtm,DOLASNT,HCGALm,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiVAND,THZPSN,DLYSOXGAT,DES_9,LIPOS,CPPPGOAN2,CPPPGO2,THZSN,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EnecatrixHoughton,THZPSN,ILETRSm,THRTRSm,4M2OPLOXRD,GCCa,DLYSOXGAT,PREPTHS2,MCBTS3,DES_9,FASC201ACP,ACSERSULLm,GLYTLm,PROAKGOX1,PBALm,AOXSr2,LYSDC,AOXSr,HBZOPT6m,HISTRSm,PHETRSm,KAS19SA,KAS20SA,UPPDC2,PREPTHS,PHYCBOXL,MCBTS2,MCBTS,MYCSacp58,MYCSacp56,MYCON4,FASm180,FASC221ACP,FASC240ACP,MATm,MG3A,ARGDC,LYSTRSm,HBZOPT6m_1,MYCON2,MYCON1,FASm3001,ALATL,ADSHm,ACSERLm,AKGDH,CPPPGO,THZPSN3,ALASm,ASPTRSm,3M2OBLOXRD,3M2OPLOXRD,PFOR,MYCSacp50,MYCON5,MYCON3,FASm340,OIVD3m,DOLASNT,MG3B,VALTRSm,RE2912M,HYDAm,ACLSa,SECYSTL,PLDAGAT_EPA_EPA_LNA_PC_8_c,PLDAGAT_EPA_EPA_LNA_PC_1_c,PLDAGAT_MYRS_ARA_HDE_PC_5_c,PLDAGAT_PALM_EPA_EPA_PC_8_c,PLDAGAT_PALM_EPA_EPA_PE_11_c,PLDAGAT_EPA_EPA_ARA_PC_3_c,PLDAGAT_PALM_HDE_HDE_PE_11_c,PLDAGAT_MYRS_EPA_LNA_PE_11_c,PLDAGAT_HDE_MYRS_HDE_PC_7_c,PLDAGAT_MYRS_ARA_HDE_PE_11_c,PLDAGAT_HDE_HDE_LNA_PC_3_c,PLDAGAT_HDE_EPA_EPA_PC_8_c,PLDAGAT_MYRS_EPA_DHA_PC_3_c,PLDAGAT_PALM_PALM_LNA_PC_3_c,PLDAGAT_MYRS_EPA_DHA_PE_11_c,,,,,
no_ortho_AalgeraePRA109,ACONMT,THZPSN,PC6YM,CPC6MT,DIPS,LNS14DMx,FEDCabc,THZSN,OHPHM6nc,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcanceriGB1,THZPSN,DIPS,LNS14DMx,FEDCabc,THZSN,DXHPScmc,PCD4DS_OLE_DHA_sn2_c,PLDAGAT_HDE_MYRS_LNA_PC_7_c,PLDPC_HDE_GLNA_c,PLDPE_HDE_GLNA_c,PCD4DS_EPA_DHA_sn2_c,DAGAH_EPA_DHA_c,PLDAGAT_HDE_MYRS_LNA_PE_16_c,PLDAGAT_PALM_PALM_LNA_PE_16_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PblacklockiG01,DES_9,LIPOS,DXHPScm,ORNTArm,CITALOR,ADSHm,APAPTm,CRNCARtm,DMCITALOR,DOLASNT,HCGALm,CBFCc,FAS260_ap,FACOAL160t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,FACOAL60t2pp_ap,PUNP2,LCAT1e,THZPSNm,THZPSN_mt2,CPPPGO_ap,HMBS_ap,GHMT2r_ap,PLA2PC_OLE_ARA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BmicrotiRI,PUNP1,PUNP4,PUNP5,THZPSN,PUNP2,PUNP6,PUNP8,PUNP3,ORPT,PUNP7,THZSN,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_BsaltansLakeKonstanz,THZPSN,ARMT,FAS141ACPm,FAS181ACPm,URFGTT,C190cSN,DES_9,AGM4PH,LIPOS,FAS182ACPm,SAM24MT,AGM3PH,DHORD2,PMEACPE,DIPS,FAS180ACPm,NNDPRm,NNMT,PCDAGAT,APAPTm,APCS,FAS161ACPm,SPRMS,DES_6,DES_6B,MPBQ,DOLASNT,OHPHM6nc,GGCHLDAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumSN01,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,PUNP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LbraziliensisMHOMBR75M2903,THZPSN,DES_9,ACSERSULLm,LIPOS,APAPTm,ACSERLm,NPPDO,DES_6,DES_6B,DOLASNT,PLDAGAT_PALM_EPA_DHA_PE_12_c,PLDAGAT_EPA_EPA_LNA_PE_16_c,PLDAGAT_PALM_EPA_LNA_PC_1_c,PLDAGAT_HDE_MYRS_LNA_PE_16_c,PLDAGAT_PALM_EPA_LNA_PE_13_c,PLDAGAT_LNA_EPA_LNA_PC_1_c,PLDAGAT_EPA_EPA_LNA_PC_6_c,PLA2PE_STC_EPA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiRH,AKGDm,DNDPt40m,DNDPt54m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EcuniculiEC2,THZPSN,DIPS,PLBPC_SC,FEDCabc,SHSL2,OHPHM6nc,DXHPScmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumDd2,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LmajorSD75,THZPSN,ACSERSULLm,LIPOS,PAPSR,HADPCOADH,APAPTm,ACSERLm,PAPSR2,THZSN,DES_6,DES_6B,DOLASNT,PLDAGAT_MYRS_EPA_DHA_PE_13_c,PLDAGAT_HDE_HDE_HDE_PE_12_c,PLDAGAT_DHA_EPA_DHA_PE_12_c,PLDAGAT_HDE_ARA_HDE_PE_13_c,IDL_HSDEGnhs,PLDAGAT_HDE_HDE_HDE_PE_13_c,PLDAGAT_LNA_EPA_LNA_PE_14_c,PLDAGAT_PALM_PALM_LNA_PE_11_c,PLDAGAT_MYRS_EPA_DHA_PE_12_c,DAGAH_HDE_DHA_c,PLDAGAT_HDE_ARA_HDE_PC_8_c,PLDAGAT_PALM_EPA_DHA_PE_13_c,PLDAGAT_LNA_EPA_LNA_PE_12_c,PLDAGAT_PALM_PALM_LNA_PE_12_c,PLDAGAT_PALM_EPA_LNA_PC_5_c,CDGS1,LDL_HSDEGnhs,PLDAGAT_EPA_EPA_DHA_PE_11_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_SneuronaSOSN1,THZPSN,PSERDm_SC,DLYSOXGAT,DES_9,ACSERSULLm,LIPOS,ACSERLm,MECDPDH5,ALASm,POLYAO,THZSN,DOLASNT,HDSc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Bdivergens1802A,THZPSN,PAPSR,PAPSR2,THZSN,CBFCc,DXHPScmc,DOLASNTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgondiiME49,THZPSN,PSERDm_SC,LIPOS,CPPPGOAN2,CPPPGO2,ALASm,THZSN,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LspMARLEM2494,THZPSN,DES_9,ACSERSULLm,LIPOS,APAPTm,ACSERLm,THZSN,NPPDO,DES_6,DES_6B,DOLASNT,ACPSc,IDHPOXOXb,ACPpds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Candersoni30847,THZPSN,LNS14DM,PSERDm_SC,ORNTAC,PTOR,DXHPScm,GCC2bim,GCCbim,AMAOTr,ALASm,CRNCARtm,GLYCLm,DOLASNT,CLPNS160,CLPNS120,CLPNS161,CLPNS181,CLPNS140,CLPNS180,AHALc,PLDAGAT_DHA_EPA_ARA_PE_10_c,PLDPE_HDE_ARA_c,PLA2PE_EPA_DHA_c,PLDAGAT_MYRS_EPA_EPA_PE_11_c,PLDPE_STC_EPA_c,PLDAGAT_DHA_EPA_DHA_PE_14_c,PLDAGAT_MYRS_EPA_ARA_PE_10_c,PLDAGAT_DHA_EPA_ARA_PC_5_c,PLDAGAT_DHA_EPA_DHA_PE_9_c,PLDAGAT_MYRS_EPA_ARA_PE_11_c,PLDAGAT_MYRS_EPA_MYRS_PE_9_c,PLDAGAT_EPA_EPA_EPA_PC_8_c,PLDAGAT_PALM_EPA_EPA_PE_9_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_GintestinalisAssemblageAWB,THZPSN,THZSN,DXHPScmc,DOLASNTc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PcynomolgiM,DES_9,LIPOS,DXHPScm,CDPDGPm_SC,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PyoeliiyoeliiYM,THZPSN,DES_9,LIPOS,DXHPScm,CDPDGPm_SC,PCDAGAT,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,3OAS140_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PfalciparumKH02,DES_9,LIPOS,DXHPScm,ORNTArm,ADSHm,APAPTm,CRNCARtm,DOLASNT,HCGALm,FAS260_ap,FACOAL160t2pp_ap,FACOAL60t2pp_ap,FACOAL80t2pp_ap,FACOAL141t2pp_ap,FACOAL161t2pp_ap,FACOAL140t2pp_ap,FACOAL180t2pp_ap,FACOAL100t2pp_ap,FACOAL120t2pp_ap,FACOAL181t2pp_ap,PUNP2,LCAT1e,THZPSN_mt2,THZPSNm,CPPPGO_ap,HMBS_ap,GHMT2r_ap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_EhistolyticaHM1IMSS-B,5DOAN,MTAN,THZPSN,PUNP2,PUNP6,NALN6,FEDCabc,AHCYSNS,THZSN,DXHPScmc,DOLASNTc,MG3Ac,lipid4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_VcorneaeATCC50505,THZPSN,4M2OPLOXRD,PDHa,AOXSr,DIPS,LNS14DMx,SERPT,OIVD1r,OIVD2,OBDHc,FEDCabc,THZPSN3,3M2OBLOXRD,3M2OPLOXRD,OIVD3,FE3DCITabcppc,PSERDv_SCc,PSERDg_SCc,DXHPScmc,OHPHM6nc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_Pgallinaceum8A,DES_9,LIPOS,DXHPScm,PCDAGAT,ADSHm,APAPTm,CRNCARtm,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_MdaphniaeUGP3,PUNP4,TMDPP,THZPSN,LNS14DM,PLDAGAT16018111Z1819Z2,PLDAGAT16018111Z1819Z4,PLDAGAT1601819Z1601,PLDAGAT1601819Z18111Z1,PLDAGAT1601819Z1819Z3,PLDAGAT1601819Z1819Z4,PLDAGAT18111Z1819Z1601,PLDAGAT18111Z1819Z1602,PLDAGAT18111Z1819Z18111Z1,PLDAGAT1819Z18111Z1601,PLDAGAT1819Z18111Z1819Z1,PLDAGAT1819Z18111Z1819Z4,PLDAGAT1819Z1819Z18111Z1,PLDAGAT1819Z1819Z18111Z2,PLDAGAT1819Z1819Z18111Z3,LIPOS,PUNP6,PLDAGAT16018111Z1601,PLDAGAT16018111Z1602,PLDAGAT1601819Z18111Z2,PLDAGAT1601819Z18111Z3,PLDAGAT1801819Z18111Z1,PLDAGAT1801819Z1819Z3,PLDAGAT18111Z18111Z1601,PLDAGAT18111Z18111Z18111Z2,PLDAGAT18111Z18111Z1819Z4,PLDAGAT18111Z1819Z1819Z1,PLDAGAT18111Z1819Z1819Z3,PLDAGAT18111Z1819Z1819Z4,PLDAGAT1819Z18111Z1819Z2,PLDAGAT1819Z1819Z1601,PLDAGAT1819Z1819Z1819Z1,PLDAGAT1819Z1819Z1819Z2,PLDAGAT1819Z1819Z1819Z3,PLDAGAT1819Z1819Z1819Z4,LNS14DMx,PLDAGAT16018111Z18111Z1,PLDAGAT16018111Z18111Z2,PLDAGAT16018111Z1819Z3,PLDAGAT1801819Z1819Z2,PLDAGAT18111Z18111Z1819Z3,PLDAGAT18111Z1819Z18111Z2,PLDAGAT18111Z1819Z18111Z3,PLDAGAT1819Z18111Z1602,PLDAGAT1819Z18111Z18111Z1,PLDAGAT1819Z18111Z18111Z3,PLDAGAT1819Z18111Z1819Z3,BC10_new,THZSN,HOXG,PLDAGAT16018111Z18111Z3,PLDAGAT16018111Z1819Z1,PLDAGAT1601819Z1602,PLDAGAT1601819Z1819Z1,PLDAGAT1601819Z1819Z2,PLDAGAT1801819Z1601,PLDAGAT1801819Z1602,PLDAGAT1801819Z18111Z2,PLDAGAT1801819Z18111Z3,PLDAGAT1801819Z1819Z1,PLDAGAT1801819Z1819Z4,PLDAGAT18111Z18111Z1602,PLDAGAT18111Z18111Z18111Z1,PLDAGAT18111Z18111Z18111Z3,PLDAGAT18111Z18111Z1819Z1,PLDAGAT18111Z18111Z1819Z2,PLDAGAT18111Z1819Z1819Z2,PLDAGAT1819Z18111Z18111Z2,PLDAGAT1819Z1819Z1602,CBFCc,DXHPScmc,DOLASNTc,FAH140c,FAH1819Zc,FAH120c,FAH160c,FAH1829Z12Zc,FTCL,ME2m,ARGNm
no_ortho_CparvumIowaII,THZPSN,FAS141ACPm,FAS181ACPm,PSERDm_SC,CLPNS2_BS,DXHPScm,FAS160ACPm,FAS182ACPm,FAS120ACPm,FAS140ACPm,FAS180ACPm,FAS80ACPm_L,ADSHm,FAS100ACPm,FAS161ACPm,THZSN,DOLASNT,MMSAD1m,GLUDC_m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_NfowleriATCC30863,AGM4PH,LIPOS,NALN6,GALMAN4,SAGH,AGM3PH,AMAOTr,GALMAN6,POLYAO,DES_6,DES_6B,MM3c,MM2c,SGHBc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_TgrayiANR4,THZPSN,FAS141ACPm,FAS181ACPm,DLYSOXGAT,DES_9,ACSERSULLm,LIPOS,FAS182ACPm,FAS180ACPm,APAPTm,ACSERLm,APCS,FAS161ACPm,SPRMS,DES_6,DES_6B,DOLASNT,CYANSTm,PLDAGAT_OLE_PALM_HDE_PE_9_c,DAGAH_PALM_DHA_c,PLDAGAT_LNA_EPA_LNA_PC_4_c,PE224_HSPLA2nhs,PLDAGAT_LNA_EPA_LNA_PE_15_c,PLDAGAT_HDE_MYRS_LNA_PC_2_c,PLDAGAT_HDE_EPA_HDE_PC_1_c,PLDAGAT_OLE_PALM_HDE_PC_4_c,PLDAGAT_PALM_EPA_LNA_PC_1_c,DAGAH_MYRS_DHA_c,PLDAGAT_EPA_EPA_LNA_PC_2_c,PLDAGAT_EPA_EPA_LNA_PE_15_c,PLDAGAT_EPA_EPA_DHA_PC_1_c,PLDAGAT_HDE_HDE_LNA_PE_15_c,PLA2PE_EPA_DHA_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_LbraziliensisMHOMBR75M2904,THZPSN,DES_9,ACSERSULLm,LIPOS,APAPTm,ACSERLm,NPPDO,DES_6,DES_6B,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no_ortho_PfalciparumHB3,DES_9,LIPOS,ADSHm,APAPTm,APCS,CRNCARtm,SPRMS,DOLASNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
