,reaction,GPR,score
5887,MI1PS,PADL01_0510700-t36_1-p1,342.4
5893,MI3PSA,PADL01_0510700-t36_1-p1,350.1
5894,MI3PSB,PADL01_0510700-t36_1-p1,350.1
5998,MNabc,(PADL01_0109800-t36_1-p1 or PADL01_1119800-t36_1-p1 or PADL01_1367100-t36_1-p1),39.65
6000,MNt2,PADL01_0522800-t36_1-p1,117.5
6003,MOADSUx,PADL01_0724900-t36_1-p1,199.35
6010,MOBDabc,PADL01_1367100-t36_1-p1,23.866666666666664
6011,MOBDabcpp,(PADL01_1367100-t36_1-p1 or PADL01_1426300-t36_1-p1),23.366666666666664
6015,MOD,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6016,MOD_2mbdhl,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6017,MOD_2mhop,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6018,MOD_3mhtpp,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6019,MOD_3mop,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6020,MOD_4mop,(PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1),309.7
6025,MOSDC,spontaneous,0.0
6059,MPTSS,(PADL01_0816200-t36_1-p1 or PADL01_1124400-t36_1-p1 or PADL01_1364300-t36_1-p1),114.4
6067,MTAM,PADL01_1364400-t36_1-p1,107.85
6068,MTAM_nh4,PADL01_1364400-t36_1-p1,107.85
6073,MTHFC,PADL01_0628900-t36_1-p1,46.6
6078,MTHFD,PADL01_0628900-t36_1-p1,46.6
6093,MTHTHFSs,spontaneous,0.0
6097,MTRI,PADL01_0827700-t36_1-p1,66.6
6129,N2Otpp,spontaneous,0.0
6133,NA1ATPasem,((PADL01_0215900-t36_1-p1 and PADL01_1236300-t36_1-p1) or PADL01_1236300-t36_1-p1),631.15
6196,NADH10,PADL01_0914100-t36_1-p1,107.1
6203,NADH2_u6cm,PADL01_0914100-t36_1-p1,225.7
6204,NADH2_u6m,PADL01_0914100-t36_1-p1,213.4
6207,NADH5,PADL01_0914100-t36_1-p1,107.1
6211,NADH9,PADL01_0914100-t36_1-p1,107.1
6214,NADHOR,PADL01_0914100-t36_1-p1,228.8
6230,NADS1,PADL01_0925700-t36_1-p1,141.4
6231,NADS1m,PADL01_0925700-t36_1-p1,141.4
6232,NADS1n,PADL01_0925700-t36_1-p1,141.4
6233,NADS2,PADL01_0925700-t36_1-p1,103.6
6234,NADTRHD,PADL01_1453500-t36_1-p1,196.45
6243,NAMNPP,PADL01_0627300-t36_1-p1,216.1
6244,NAPRT,PADL01_0627300-t36_1-p1,218.0
6273,NDP1,PADL01_1431800-t36_1-p1,79.0
6275,NDP3,PADL01_1431800-t36_1-p1,79.0
6278,NDP7,PADL01_1431800-t36_1-p1,79.0
6283,NDPK1,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6284,NDPK10,PADL01_1365400-t36_1-p1,174.5
6289,NDPK2,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6290,NDPK2m,PADL01_1365400-t36_1-p1,182.2
6292,NDPK3,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6293,NDPK3m,PADL01_1365400-t36_1-p1,182.2
6295,NDPK4,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6296,NDPK4m,PADL01_1365400-t36_1-p1,182.2
6298,NDPK5,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6301,NDPK6,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6302,NDPK6m,PADL01_1365400-t36_1-p1,182.2
6304,NDPK7,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6305,NDPK7m,PADL01_1365400-t36_1-p1,182.2
6307,NDPK8,(PADL01_1007300-t36_1-p1 or PADL01_1365400-t36_1-p1),186.4
6308,NDPK8m,PADL01_1365400-t36_1-p1,182.2
6310,NDPK9,PADL01_1365400-t36_1-p1,186.4
6311,NDPK9m,PADL01_1365400-t36_1-p1,182.2
6316,NFTYROX,PADL01_0922200-t36_1-p1,49.3
6317,NH3c,spontaneous,0.0
6318,NH4t,spontaneous,0.0
6322,NH4tex,spontaneous,0.0
6325,NH4tpp,spontaneous,0.0
6333,NI2uabcpp,(PADL01_0103900-t36_1-p1 or PADL01_1212300-t36_1-p1 or PADL01_1367100-t36_1-p1 or PADL01_1434000-t36_1-p1),175.3
6336,NITR,PADL01_1366400-t36_1-p1,93.2
6343,NMNAT,PADL01_1326500-t36_1-p1,45.4
6356,NNAM,PADL01_0319400-t36_1-p1,65.1
6357,NNAMrm,PADL01_0319400-t36_1-p1,63.2
6360,NNATr,PADL01_1326500-t36_1-p1,45.4
6366,NO2R,PADL01_1317000-t36_1-p1,52.55
6367,NO2t2r,PADL01_0315500-t36_1-p1,92.8
6369,NO2t3,PADL01_0315500-t36_1-p1,92.8
6398,NOVBCNtex,spontaneous,0.0
6402,NOtpp,spontaneous,0.0
6417,NTD1,PADL01_1458000-t36_1-p1,85.9
6418,NTD10,PADL01_1458000-t36_1-p1,85.9
6420,NTD11,(PADL01_1206500-t36_1-p1 or PADL01_1458000-t36_1-p1),166.0
6426,NTD2,PADL01_1458000-t36_1-p1,85.9
6431,NTD3,PADL01_1458000-t36_1-p1,85.9
6434,NTD4,PADL01_1458000-t36_1-p1,85.9
6438,NTD5,PADL01_1458000-t36_1-p1,85.9
6442,NTD6,PADL01_1458000-t36_1-p1,85.9
6445,NTD7,PADL01_1458000-t36_1-p1,85.9
6449,NTD8,PADL01_1458000-t36_1-p1,85.9
6456,NTP1,(PADL01_0617400-t36_1-p1 or PADL01_0818100-t36_1-p1 or PADL01_0830900-t36_1-p1 or PADL01_0916900-t36_1-p1 or PADL01_1132300-t36_1-p1 or PADL01_1431800-t36_1-p1),283.1
6461,NTP3,PADL01_1431800-t36_1-p1,68.2
6465,NTP5,PADL01_1431800-t36_1-p1,68.2
6467,NTP7,PADL01_1431800-t36_1-p1,68.2
6469,NTP9,PADL01_1431800-t36_1-p1,68.2
6470,NTPP1,PADL01_0718800-t36_1-p1,100.9
6472,NTPP11,PADL01_0718800-t36_1-p1,100.9
6473,NTPP2,PADL01_0718800-t36_1-p1,100.9
6479,NTPP8,PADL01_0718800-t36_1-p1,100.9
6480,NTPP9,PADL01_0718800-t36_1-p1,100.9
6485,NTRARz,PADL01_1215500-t36_1-p1,211.8
6486,NTRIR2x,PADL01_0718400-t36_1-p1,43.5
6498,NaKt_1,PADL01_0103900-t36_1-p1,318.5
6512,O2t,spontaneous,0.0
6514,O2tpp,spontaneous,0.0
6519,OAAAKGtm,PADL01_0823100-t36_1-p1,253.1
6520,OAACITtm,PADL01_0823100-t36_1-p1,253.1
6523,OAAICITtm,PADL01_0823100-t36_1-p1,253.1
6553,OBDHc,((PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1)),192.4
6575,OCTDPS,PADL01_0201500-t36_1-p1,100.5
6576,OCTNLL,PADL01_1313500-t36_1-p1,174.1
6581,OGMEACPD,PADL01_1321900-t36_1-p1,138.7
6582,OGMEACPR,PADL01_0921900-t36_1-p1,233.0
6583,OGMEACPS,PADL01_0210200-t36_1-p1,194.9
6592,OHPHM,PADL01_0722300-t36_1-p1,57.8
6593,OHPHM6n,PADL01_1415500-t36_1-p1,237.7
6595,OIVD1r,((PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_0815100-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1) or (PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1) or PADL01_0503400-t36_1-p1),192.4
6596,OIVD2,((PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_0815100-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1) or (PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1) or PADL01_0503400-t36_1-p1),192.4
6598,OIVD3,((PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_0815100-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1122700-t36_1-p1) or (PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1) or PADL01_0503400-t36_1-p1),192.4
6599,OIVD3m,(PADL01_0503400-t36_1-p1 or PADL01_1311500-t36_1-p1),374.0
6600,OMBZLM,PADL01_0203700-t36_1-p1,156.0
6602,OMCDC,(PADL01_1344800-t36_1-p1 or spontaneous),53.1
6619,OPHHX,PADL01_1414200-t36_1-p1,96.7
6620,OPMEACPD,PADL01_1321900-t36_1-p1,138.7
6621,OPMEACPR,PADL01_0921900-t36_1-p1,233.0
6622,OPMEACPS,PADL01_0624400-t36_1-p1,387.5
6624,ORDCh,PADL01_1031500-t36_1-p1,152.9
6627,ORNDC,PADL01_1031500-t36_1-p1,152.9
6628,ORNTA,PADL01_0607000-t36_1-p1,411.4
6632,ORNTA_1,PADL01_0607000-t36_1-p1,377.5
6633,ORNTArm,PADL01_0607000-t36_1-p1,452.2
6645,ORPT,PADL01_0511700-t36_1-p1,90.9
6649,OXCDC,PADL01_0617500-t36_1-p1,65.9
6651,OXDHCOAT,(PADL01_0012600-t36_1-p1 or PADL01_1240800-t36_1-p1),28.1
6652,OXFOt4pp,PADL01_0209000-t36_1-p1,44.7
6656,OXO2Ctm,PADL01_1035900-t36_1-p1,58.2
6657,OXOADLR,PADL01_1319700-t36_1-p1,267.7
6712,P5CR,PADL01_1356900-t36_1-p1,183.0
6713,P5CRm,PADL01_1356900-t36_1-p1,183.0
6714,P5CRx,PADL01_1356900-t36_1-p1,160.2
6716,PA120abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6717,PA140abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6718,PA141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6719,PA160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6720,PA161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6721,PA180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6722,PA181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6723,PABB,PADL01_0921400-t36_1-p1,144.1
6729,PACOAL,PADL01_0524100-t36_1-p1,420.2
6737,PAIL18111Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6738,PAIL1819Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6771,PAPSR,PADL01_1457200-t36_1-p1,53.15
6772,PAPSR2,(PADL01_0305100-t36_1-p1 or PADL01_0708100-t36_1-p1),66.2
6780,PC,PADL01_1469500-t36_1-p1,210.3
6806,PCMEH2pp,PADL01_1439400-t36_1-p1,7.971428571428571
6807,PCMEH3pp,PADL01_1439400-t36_1-p1,7.971428571428571
6815,PDE1,(PADL01_1320400-t36_1-p1 or PADL01_1320500-t36_1-p1 or PADL01_1470400-t36_1-p1),139.4
6817,PDE2,PADL01_1470400-t36_1-p1,80.1
6818,PDE3,PADL01_1470400-t36_1-p1,80.1
6819,PDE4,PADL01_1470400-t36_1-p1,80.1
6821,PDE5,PADL01_1470400-t36_1-p1,80.1
6822,PDH,((PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_0815100-t36_1-p1) or (PADL01_0302500-t36_1-p1 and PADL01_1232900-t36_1-p1) or (PADL01_0815100-t36_1-p1 and PADL01_1019200-t36_1-p1 and PADL01_1446400-t36_1-p1) or (PADL01_1019200-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1446400-t36_1-p1) or (PADL01_1019200-t36_1-p1 and PADL01_1122700-t36_1-p1 and PADL01_1446400-t36_1-p1) or (PADL01_1019200-t36_1-p1 and PADL01_1122700-t36_1-p1) or PADL01_0302500-t36_1-p1 or PADL01_0815100-t36_1-p1 or PADL01_1019200-t36_1-p1 or PADL01_1232900-t36_1-p1),269.1333333333333
6824,PDHa,((PADL01_0503400-t36_1-p1 and PADL01_1311500-t36_1-p1) or PADL01_1122700-t36_1-p1 or PADL01_1446400-t36_1-p1),356.7
6825,PDHam1hi,(PADL01_1122700-t36_1-p1 and PADL01_1446400-t36_1-p1),304.85
6826,PDHam1mi,((PADL01_1122700-t36_1-p1 and PADL01_1446400-t36_1-p1) or PADL01_1446400-t36_1-p1),201.45
6827,PDHam2hi,(PADL01_1122700-t36_1-p1 and PADL01_1446400-t36_1-p1),304.85
6828,PDHam2mi,((PADL01_1122700-t36_1-p1 and PADL01_1446400-t36_1-p1) or PADL01_1446400-t36_1-p1),201.45
6829,PDHbr,PADL01_1019200-t36_1-p1,153.7
6830,PDHcr,(PADL01_0815100-t36_1-p1 or PADL01_1122700-t36_1-p1 or PADL01_1232900-t36_1-p1),297.0
6831,PDHe2hr,PADL01_1019200-t36_1-p1,135.2
6832,PDHe2r,PADL01_1019200-t36_1-p1,58.9
6833,PDHe3hr,PADL01_0815100-t36_1-p1,219.9
6834,PDHm,(PADL01_1122700-t36_1-p1 and PADL01_1232900-t36_1-p1 and PADL01_1446400-t36_1-p1),180.85
6840,PDX5POi,PADL01_1459700-t36_1-p1,162.9
6842,PDXPP,PADL01_0713000-t36_1-p1,244.6
6843,PE120abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6844,PE140abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6845,PE141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6846,PE160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6847,PE161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6848,PE1801819Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6849,PE1801829Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6850,PE1801835Z9Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6851,PE1801845Z9Z12Z15Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6852,PE180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6853,PE18111Z1819Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6854,PE18111Z1829Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6855,PE18111Z1835Z9Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6856,PE18111Z1845Z9Z12Z15Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6857,PE1819Z1819Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6858,PE1819Z1829Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6859,PE1819Z1835Z9Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6860,PE1819Z1845Z9Z12Z15Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6861,PE181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6862,PE1829Z12Z1835Z9Z12Zt,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6885,PEPCK_re,PADL01_1341900-t36_1-p1,429.5
6888,PEPPIth,PADL01_0507100-t36_1-p1,163.3
6893,PETHCT,PADL01_1346800-t36_1-p1,192.2
6901,PFK,PADL01_0914500-t36_1-p1,84.7
6904,PFK_2,PADL01_0914500-t36_1-p1,84.7
6905,PFK_3,PADL01_0914500-t36_1-p1,84.7
6907,PFK_ppi,PADL01_0914500-t36_1-p1,110.5
6912,PFOR,PADL01_1247600-t36_1-p1,36.2
6913,PG120abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6914,PG140abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6915,PG141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6916,PG160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6917,PG161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6918,PG180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6919,PG18111Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6920,PG1819Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6921,PG181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6922,PGAMT,PADL01_1128200-t36_1-p1,107.1
6924,PGCM,PADL01_1010900-t36_1-p1,317.0
6925,PGD3TDS18111Z1613E,PADL01_1317000-t36_1-p1,105.1
6926,PGD3TDS1819Z1613E,PADL01_1317000-t36_1-p1,105.1
6927,PGD3TDS1829Z12Z1613E,PADL01_1317000-t36_1-p1,105.1
6928,PGD3TDS1839Z12Z15Z1613E,PADL01_1317000-t36_1-p1,105.1
6929,PGDHh,PADL01_1454700-t36_1-p1,484.6
6934,PGI,PADL01_1436000-t36_1-p1,387.9
6935,PGIA,PADL01_1436000-t36_1-p1,501.5
6936,PGIAh,PADL01_1436000-t36_1-p1,501.5
6937,PGIBh,PADL01_1436000-t36_1-p1,501.5
6939,PGK,PADL01_0921500-t36_1-p1,496.9
6940,PGKh,PADL01_0921500-t36_1-p1,373.6
6945,PGLYCPh,PADL01_0713000-t36_1-p1,244.6
6946,PGLYCPx,PADL01_0713000-t36_1-p1,244.6
6950,PGM,PADL01_1118200-t36_1-p1,322.0
6951,PGMT,(PADL01_1010900-t36_1-p1 or PADL01_1128200-t36_1-p1),102.1
6956,PGP120abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6957,PGP140abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6958,PGP141abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6959,PGP160abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6960,PGP161abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6961,PGP180abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
6962,PGP18111Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6963,PGP1819Z160t,(PADL01_0008100-t36_1-p1 or PADL01_1220200-t36_1-p1),369.8
6964,PGP181abcpp,(PADL01_0522000-t36_1-p1 or PADL01_1143700-t36_1-p1 or PADL01_1339000-t36_1-p1 or PADL01_1351200-t36_1-p1 or PADL01_1447900-t36_1-p1),216.1
7011,PGW3DS1839Z12Z15Z160,PADL01_1317000-t36_1-p1,52.55
7012,PGW6DS1829Z12Z160,PADL01_1317000-t36_1-p1,52.55
7014,PHACOAOR,PADL01_1317000-t36_1-p1,13.559999999999999
7026,PHCHGSm,spontaneous,0.0
7028,PHEMEabcpp,PADL01_1242400-t36_1-p1,72.03333333333333
7034,PHETA1,PADL01_0203300-t36_1-p1,214.9
7038,PHETRS,((PADL01_0107300-t36_1-p1 and PADL01_1102200-t36_1-p1) or PADL01_0107300-t36_1-p1),344.35
7039,PHETRSm,PADL01_0601800-t36_1-p1,199.1
7047,PHYCBOXL,PADL01_0405300-t36_1-p1,436.4
7098,PI35BP5P_SC,PADL01_1353300-t36_1-p1,176.8
7105,PI3P5K_SC,PADL01_1412000-t36_1-p1,70.9
7109,PI45BP5P_SC,PADL01_1353300-t36_1-p1,156.0
7110,PI45BPP_SC,PADL01_1011900-t36_1-p1,105.5
7184,PI4P5K_SC,(PADL01_0108200-t36_1-p1 or PADL01_1412000-t36_1-p1),182.2
7237,PIN3K_SC,PADL01_0514300-t36_1-p1,243.4
7238,PIN4K_SC,PADL01_0508600-t36_1-p1,214.9
7239,PIN4Kn_SC,PADL01_0508600-t36_1-p1,214.9
7240,PINA1th,PADL01_1340000-t36_1-p1,195.7
7241,PINA1tm,PADL01_1340000-t36_1-p1,195.7
7242,PINOS_SC,PADL01_1314500-t36_1-p1,107.8
7264,PIabc,PADL01_1426300-t36_1-p1,83.2
7265,PIcm,PADL01_1202700-t36_1-p1,285.4
7266,PIt,PADL01_1340000-t36_1-p1,68.35
7267,PIt2m,(PADL01_1202700-t36_1-p1 or PADL01_1340000-t36_1-p1),184.1
7268,PIt2p,PADL01_1340000-t36_1-p1,167.9
7269,PIt2r,PADL01_1340000-t36_1-p1,167.9
7270,PIt2rpp,PADL01_1340000-t36_1-p1,65.9
7271,PIt5m,PADL01_1202700-t36_1-p1,241.1
7278,PItf,PADL01_1340000-t36_1-p1,167.9
7279,PIuabcpp,PADL01_1426300-t36_1-p1,21.075
7414,PLPS,(PADL01_0619200-t36_1-p1 and PADL01_1114300-t36_1-p1),216.85000000000002
7415,PLPSA21801819Z,PADL01_1357000-t36_1-p1,65.5
7416,PLPSA21801829Z12Z,PADL01_1357000-t36_1-p1,65.5
7417,PLPSA21801835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7418,PLPSA21801845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7419,PLPSA218111Z1819Z,PADL01_1357000-t36_1-p1,65.5
7420,PLPSA218111Z1829Z12Z,PADL01_1357000-t36_1-p1,65.5
7421,PLPSA218111Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7422,PLPSA218111Z1845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7423,PLPSA21819Z1819Z,PADL01_1357000-t36_1-p1,65.5
7424,PLPSA21819Z1829Z12Z,PADL01_1357000-t36_1-p1,65.5
7425,PLPSA21819Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7426,PLPSA21819Z1845Z9Z12Z15Z,PADL01_1357000-t36_1-p1,65.5
7427,PLPSA21829Z12Z1835Z9Z12Z,PADL01_1357000-t36_1-p1,65.5
7443,PMANM,(PADL01_1010900-t36_1-p1 or PADL01_1015800-t36_1-p1 or PADL01_1420600-t36_1-p1),255.4
7445,PMEACPE,PADL01_1141200-t36_1-p1,55.5
7455,PMPK,PADL01_0519500-t36_1-p1,115.5
7460,PNTK,PADL01_1420300-t36_1-p1,93.2
7469,POATh,PADL01_0203300-t36_1-p1,192.2
7478,POR_1,(PADL01_0414200-t36_1-p1 or PADL01_0624200-t36_1-p1),62.8
7482,PPA,PADL01_0315200-t36_1-p1,139.4
7489,PPANA,PADL01_1456800-t36_1-p1,406.8
7510,PPA_1,PADL01_1456800-t36_1-p1,412.5
7511,PPA_1pp,PADL01_1456800-t36_1-p1,412.1
7513,PPAm,PADL01_0315200-t36_1-p1,135.2
7518,PPBNGD,PADL01_1210000-t36_1-p1,155.2
7519,PPBNGS,PADL01_1440350-t36_1-p1,186.4
7520,PPBNGS_1,PADL01_1440350-t36_1-p1,190.7
7521,PPC,PADL01_1426500-t36_1-p1,468.0
7523,PPCDC,PADL01_0815300-t36_1-p1,115.5
7524,PPCK,PADL01_1341900-t36_1-p1,604.4
7525,PPCKm,PADL01_1341900-t36_1-p1,588.2
7537,PPM,PADL01_1010900-t36_1-p1,317.0
7541,PPNCL2,PADL01_1100600-t36_1-p1,63.2
7542,PPNCL3,PADL01_1100600-t36_1-p1,63.2
7548,PPPGO,PADL01_0801300-t36_1-p1,50.8
7568,PPTTm,PADL01_0201500-t36_1-p1,121.7
7602,PROAKGOX1,PADL01_0828600-t36_1-p1,48.5
7620,PROTRS,(PADL01_0924300-t36_1-p1 or PADL01_1214300-t36_1-p1),516.9
7621,PROabc,PADL01_1434000-t36_1-p1,34.85
7633,PRPPS,(PADL01_1324000-t36_1-p1 or PADL01_1326700-t36_1-p1),318.9
7636,PS120abcpp,PADL01_0522000-t36_1-p1,174.5
7637,PS140abcpp,PADL01_0522000-t36_1-p1,174.5
